MJD,MAG,MAGERR,FLT,TELESCOPE,INSTRUMENT,ULIM,FLUXCAL,FLUXCALERR,MAGSYS,SHIFTMAG,flux_zero_point,photometry,flux_err,flux,diffim
58857.3,16.104434770529444,0.4054451331962066,B,Synthetic,Synthetic,0.0,,,,,,,,,
58864.6,14.747752554105396,0.37117939188618815,B,Synthetic,Synthetic,0.0,,,,,,,,,
58868.6,15.072400259562016,0.37920086896859667,B,Synthetic,Synthetic,0.0,,,,,,,,,
58870.5,15.467468621804912,0.38905234008369066,B,Synthetic,Synthetic,0.0,,,,,,,,,
58872.4,15.586457118443374,0.39201328803334684,B,Synthetic,Synthetic,0.0,,,,,,,,,
58875.0,15.659286387816179,0.3938268025872258,B,Synthetic,Synthetic,0.0,,,,,,,,,
58876.7,16.54624473269726,0.4159976151421518,B,Synthetic,Synthetic,0.0,,,,,,,,,
58880.3,16.54763331833003,0.41603976804242604,B,Synthetic,Synthetic,0.0,,,,,,,,,
58880.4,15.798427514612463,0.3973132058679319,B,Synthetic,Synthetic,0.0,,,,,,,,,
58892.0,18.039180795245137,0.45333795192809523,B,Synthetic,Synthetic,0.0,,,,,,,,,
58895.0,17.418571022540874,0.4378193021255962,B,Synthetic,Synthetic,0.0,,,,,,,,,
58995.6,17.2283780531656,0.45185328563567984,B,Synthetic,Synthetic,0.0,,,,,,,,,
58870.31992,15.323856082010936,0.007002856560004538,B,Swope,,0.0,,,,,,,,,
58903.28684999999,17.335810719126577,0.01600124995117569,B,Swope,,0.0,,,,,,,,,
58869.35282000001,15.169563423363256,0.005003998401278721,B,Swope,,0.0,,,,,,,,,
58909.37156,17.557341994484798,0.011001818031580053,B,Swope,,0.0,,,,,,,,,
58908.32532,17.490316762833377,0.011001818031580053,B,Swope,,0.0,,,,,,,,,
58911.21479000001,17.563401755593272,0.01600124995117569,B,Swope,,0.0,,,,,,,,,
58876.37175000001,16.378406920806857,0.005003998401278721,B,Swope,,0.0,,,,,,,,,
58893.30286,17.342641449023798,0.011001818031580053,B,Swope,,0.0,,,,,,,,,
58906.29516,17.50810741707873,0.008002499609497022,B,Swope,,0.0,,,,,,,,,
58906.29432000001,17.521497364293356,0.017001176429882726,B,Swope,,0.0,,,,,,,,,
58871.35908999999,15.576142994175965,0.006003332407921454,B,Swope,,0.0,,,,,,,,,
58910.26117000003,17.471296762999945,0.01600124995117569,B,Swope,,0.0,,,,,,,,,
58912.28456999999,17.57785369573349,0.01600124995117569,B,Swope,,0.0,,,,,,,,,
58884.37588999999,16.98254455669093,0.008002499609497022,B,Swope,,0.0,,,,,,,,,
58885.36832999999,17.06280381156975,0.009002221947941518,B,Swope,,0.0,,,,,,,,,
58908.32294,17.467584007784115,0.017001176429882726,B,Swope,,0.0,,,,,,,,,
58875.38179000001,16.265361240612947,0.014001428498549712,B,Swope,,0.0,,,,,,,,,
58872.35992,15.739603902968849,0.004004996878900157,B,Swope,,0.0,,,,,,,,,
58905.30594,17.47295510218294,0.008002499609497022,B,Swope,,0.0,,,,,,,,,
58904.33742,17.488479727296866,0.014001428498549712,B,Swope,,0.0,,,,,,,,,
58907.37604,17.463192120442407,0.01600124995117569,B,Swope,,0.0,,,,,,,,,
58882.33179000001,16.94433539174598,0.006003332407921454,B,Swope,,0.0,,,,,,,,,
58883.38041000003,16.995063074122545,0.008002499609497022,B,Swope,,0.0,,,,,,,,,
58883.00615950232,17.9868372401052,1.0860000184162062,B,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,5872.186279410799,5872.186279410799,False
58879.07363840278,16.377395634586,1.0860000184162062,B,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,25856.9006155464,25856.9006155464,False
58878.058871805566,16.696114124596,1.0860000184162062,B,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,19279.2027295123,19279.2027295123,False
58873.08990239582,18.5324103956458,1.0860000184162062,B,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,3552.79837676858,3552.79837676858,False
58869.35282000001,15.0210368,0.012257389607905893,B,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,1017.7982810969,90188.5422801009,False
58894.32212,16.8981368,0.0542167538681541,B,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,799.188326199951,16008.4174298515,False
58897.32598,16.7834368,0.01216591451556353,B,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,199.233199314784,17787.113089821898,False
58921.2622,17.2409368,0.09455199627718072,B,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,1016.34538337955,11673.5087468964,False
58923.28922000001,17.1481368,0.02281640990603039,B,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,267.207853016883,12718.8667569588,False
58954.155393402776,18.7552779574353,1.0860000184162062,B,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,2893.50033530055,2893.50033530055,False
58880.43696956018,18.7377831977953,1.0860000184162062,B,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,2940.50174105732,2940.50174105732,False
58963.19397152778,18.2628160898302,1.0860000184162062,B,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,4554.159995564621,4554.159995564621,False
58895.43348865741,19.0400489307669,1.0860000184162062,B,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,2225.9486819751,2225.9486819751,False
58856.45,16.3718368,0.2030000985221436,B,Swift,,0.0,,,,,,,,,
58856.79,16.4978368,0.22800008771928137,B,Swift,,0.0,,,,,,,,,
58857.45,16.4508368,0.21300009389669292,B,Swift,,0.0,,,,,,,,,
58858.85,15.7318368,0.14300013986007146,B,Swift,,0.0,,,,,,,,,
58859.49,15.595836799999999,0.15100013245027302,B,Swift,,0.0,,,,,,,,,
58860.38,15.2068368,0.11300017699101184,B,Swift,,0.0,,,,,,,,,
58861.25,14.7828368,0.0990002020199959,B,Swift,,0.0,,,,,,,,,
58887.69,15.9758368,0.23500008510636755,B,Swift,,0.0,,,,,,,,,
58898.57,16.1938368,0.20200009900987675,B,Swift,,0.0,,,,,,,,,
58907.26,16.2438368,0.18800010638294862,B,Swift,,0.0,,,,,,,,,
58873.248,14.5296968,0.200000099999975,G,Gaia,Gaia-Photometric,0.0,147231.25,27120.999,None,17.58,,,,,
58856.45,16.564311200000002,0.18200010989007673,U,Swift,,0.0,,,,,,,,,
58856.79,16.5693112,0.19800010101007526,U,Swift,,0.0,,,,,,,,,
58857.45,16.961311200000008,0.2290000873362279,U,Swift,,0.0,,,,,,,,,
58858.85,16.4703112,0.1730001156068978,U,Swift,,0.0,,,,,,,,,
58859.49,16.1943112,0.17500011428567697,U,Swift,,0.0,,,,,,,,,
58860.38,15.775311199999999,0.12400016129021768,U,Swift,,0.0,,,,,,,,,
58861.25,15.3583112,0.10900018348608409,U,Swift,,0.0,,,,,,,,,
58877.19,17.532311200000002,2.980000006711409,U,Swift,,1.0,,,,,,,,,
58887.68,17.4053112,0.9300000215053762,U,Swift,,1.0,,,,,,,,,
58887.69,17.654311200000002,2.800000007142857,U,Swift,,1.0,,,,,,,,,
58898.56,17.523311200000002,1.2000000166666664,U,Swift,,1.0,,,,,,,,,
58898.57,17.7053112,2.1000000095238094,U,Swift,,1.0,,,,,,,,,
58907.25,17.518311199999996,0.4200000476190449,U,Swift,,1.0,,,,,,,,,
58907.26,17.681311200000003,2.5600000078125,U,Swift,,1.0,,,,,,,,,
58856.46,17.898571,0.7200000277777772,UVM2,Swift,,1.0,,,,,,,,,
58857.46,18.032570999999997,0.3700000540540501,UVM2,Swift,,1.0,,,,,,,,,
58858.86,17.958571,0.9200000217391302,UVM2,Swift,,1.0,,,,,,,,,
58860.38,18.145571,0.08000024999960938,UVM2,Swift,,1.0,,,,,,,,,
58861.25,18.024570999999998,1.2600000158730158,UVM2,Swift,,1.0,,,,,,,,,
58877.19,18.191571,0.8800000227272724,UVM2,Swift,,1.0,,,,,,,,,
58887.68,18.165571,0.200000099999975,UVM2,Swift,,1.0,,,,,,,,,
58898.57,18.335570999999998,1.7100000116959064,UVM2,Swift,,1.0,,,,,,,,,
58907.25,18.112571,0.39000005128204795,UVM2,Swift,,1.0,,,,,,,,,
58856.45,18.7729936,0.7070000282885426,UVW1,Swift,,0.0,,,,,,,,,
58856.79,18.3629936,0.6150000325203243,UVW1,Swift,,0.0,,,,,,,,,
58857.45,18.1859936,0.200000099999975,UVW1,Swift,,1.0,,,,,,,,,
58858.84,18.3319936,0.5310000376647821,UVW1,Swift,,0.0,,,,,,,,,
58859.48,18.3959936,0.6800000294117641,UVW1,Swift,,0.0,,,,,,,,,
58859.81,18.2319936,0.6270000318979259,UVW1,Swift,,0.0,,,,,,,,,
58859.97,18.0259936,0.45300004415010825,UVW1,Swift,,0.0,,,,,,,,,
58860.38,18.4909936,0.5630000355239775,UVW1,Swift,,0.0,,,,,,,,,
58861.24,17.3339936,0.2490000803212722,UVW1,Swift,,0.0,,,,,,,,,
58877.19,19.1109936,0.9300000215053762,UVW1,Swift,,0.0,,,,,,,,,
58887.68,18.250993599999997,1.01000001980198,UVW1,Swift,,1.0,,,,,,,,,
58898.57,18.186993599999997,0.06000033333240741,UVW1,Swift,,1.0,,,,,,,,,
58907.25,18.2129936,0.6200000322580637,UVW1,Swift,,1.0,,,,,,,,,
58856.46,18.1003535,0.5700000350877181,UVW2,Swift,,1.0,,,,,,,,,
58856.79,17.8283535,0.6000000333333324,UVW2,Swift,,1.0,,,,,,,,,
58857.45,18.3873535,2.210000009049774,UVW2,Swift,,1.0,,,,,,,,,
58858.85,18.0123535,0.6800000294117641,UVW2,Swift,,1.0,,,,,,,,,
58859.49,18.2653535,0.7800000256410252,UVW2,Swift,,1.0,,,,,,,,,
58860.38,18.1753535,0.3800000526315753,UVW2,Swift,,1.0,,,,,,,,,
58861.25,18.0013535,1.7500000114285714,UVW2,Swift,,1.0,,,,,,,,,
58877.19,18.2763535,0.6800000294117641,UVW2,Swift,,1.0,,,,,,,,,
58887.68,18.2513535,0.07000028571370263,UVW2,Swift,,1.0,,,,,,,,,
58898.57,18.3393535,0.8500000235294114,UVW2,Swift,,1.0,,,,,,,,,
58907.25,18.2253535,0.15000013333327408,UVW2,Swift,,1.0,,,,,,,,,
58857.3,15.625898070529443,0.39453514869391954,V,Synthetic,Synthetic,0.0,,,,,,,,,
58864.6,13.904150954105395,0.34988685487121657,V,Synthetic,Synthetic,0.0,,,,,,,,,
58868.6,14.113145759562016,0.3548730178775375,V,Synthetic,Synthetic,0.0,,,,,,,,,
58870.5,14.352550121804912,0.3608024614558986,V,Synthetic,Synthetic,0.0,,,,,,,,,
58872.4,14.637963618443376,0.3679082236877893,V,Synthetic,Synthetic,0.0,,,,,,,,,
58875.0,14.96449488781618,0.3760643082370071,V,Synthetic,Synthetic,0.0,,,,,,,,,
58876.7,15.30367123269726,0.3845498627983746,V,Synthetic,Synthetic,0.0,,,,,,,,,
58879.4,15.20296388110785,0.382060810555743,V,Synthetic,Synthetic,0.0,,,,,,,,,
58880.3,15.642370818330027,0.39304711981426005,V,Synthetic,Synthetic,0.0,,,,,,,,,
58880.4,15.429669014612463,0.38773437356480345,V,Synthetic,Synthetic,0.0,,,,,,,,,
58892.0,16.65109029524514,0.4183034009561881,V,Synthetic,Synthetic,0.0,,,,,,,,,
58895.0,16.450589522540874,0.4133084309790867,V,Synthetic,Synthetic,0.0,,,,,,,,,
58995.6,16.653949553165603,0.852614009977371,V,Synthetic,Synthetic,0.0,,,,,,,,,
58910.25847000003,16.786731671752687,0.011001818031580053,V,Swope,,0.0,,,,,,,,,
58869.35182,14.130821758562508,0.0030066592756745818,V,Swope,,0.0,,,,,,,,,
58905.30180999999,16.737727533554928,0.006003332407921454,V,Swope,,0.0,,,,,,,,,
58896.30244,16.414149637564798,0.014001428498549712,V,Swope,,0.0,,,,,,,,,
58903.2847,16.59921731484435,0.013001538370516005,V,Swope,,0.0,,,,,,,,,
58872.358620000006,14.62999543680617,0.002009975124224178,V,Swope,,0.0,,,,,,,,,
58894.32052999999,16.5024080561005,0.009002221947941518,V,Swope,,0.0,,,,,,,,,
58911.21199000001,16.793388570324936,0.01000199980003999,V,Swope,,0.0,,,,,,,,,
58904.33528999999,16.73612857794631,0.01000199980003999,V,Swope,,0.0,,,,,,,,,
58906.29036999999,16.7639775582251,0.006003332407921454,V,Swope,,0.0,,,,,,,,,
58908.31992999999,16.719826222449868,0.01000199980003999,V,Swope,,0.0,,,,,,,,,
58895.29795000001,16.44532859783936,0.01000199980003999,V,Swope,,0.0,,,,,,,,,
58912.28180999999,16.91534842541319,0.011001818031580053,V,Swope,,0.0,,,,,,,,,
58871.35719000001,14.45633194171855,0.0030066592756745818,V,Swope,,0.0,,,,,,,,,
58908.31859000001,16.740161123884935,0.015001333274079341,V,Swope,,0.0,,,,,,,,,
58876.37044999999,15.247994654103328,0.004004996878900157,V,Swope,,0.0,,,,,,,,,
58884.37432,15.959585723331285,0.008002499609497022,V,Swope,,0.0,,,,,,,,,
58885.36622999997,16.05996140947164,0.009002221947941518,V,Swope,,0.0,,,,,,,,,
58870.31922000001,14.227983704338762,0.005003998401278721,V,Swope,,0.0,,,,,,,,,
58875.38076,15.020848671386604,0.006003332407921454,V,Swope,,0.0,,,,,,,,,
58909.36900000001,16.838781414764153,0.009002221947941518,V,Swope,,0.0,,,,,,,,,
58907.37340999999,16.720793070028293,0.01000199980003999,V,Swope,,0.0,,,,,,,,,
58882.33001000003,15.896330970673095,0.005003998401278721,V,Swope,,0.0,,,,,,,,,
58883.37883000001,16.006441112052343,0.006003332407921454,V,Swope,,0.0,,,,,,,,,
58893.3013,16.45427486193167,0.009002221947941518,V,Swope,,0.0,,,,,,,,,
58883.11695989584,15.5946503,0.01610012472001384,V,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,804.6924149646402,54283.020302804005,False
58880.11724700232,17.190312888199507,1.0860000184162062,V,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,12489.2099022701,12489.2099022701,False
58879.07545939816,15.9541964643446,1.0860000184162062,V,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,38992.5407111927,38992.5407111927,False
58878.060043194426,16.088966005460403,1.0860000184162062,V,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,34440.8386213219,34440.8386213219,False
58873.09271359952,17.8599180398418,1.0860000184162062,V,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,6740.512277273149,6740.512277273149,False
58871.31491950232,14.2202503,0.010507225894592707,V,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,1862.07437614225,192494.120645282,False
58869.35681829861,13.9742503,0.010574751486441665,V,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,2350.94387404288,241479.130756455,False
58870.31922000001,14.1623503,0.014175418865063554,V,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,2649.744289005,203021.0733476489,False
58897.32403,16.1349503,0.1121131168106574,V,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,3407.21265716433,33004.513108407795,False
58921.25843,16.8370503,0.03576028836572769,V,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,569.234521303423,17287.286733138302,False
58923.28696000001,16.676650300000002,0.014672423112764935,V,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,270.709396535216,20038.797856308,False
58880.43911157407,18.0945568080092,1.0860000184162062,V,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,5430.469724502729,5430.469724502729,False
58963.20010729168,17.9239146923057,1.0860000184162062,V,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,6354.688153431071,6354.688153431071,False
58904.34589733796,18.4106086944535,1.0860000184162062,V,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,4058.977484161581,4058.977484161581,False
58900.3797601852,18.514062331929303,1.0860000184162062,V,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,3690.07494931959,3690.07494931959,False
58899.32207974537,18.870842494534102,1.0860000184162062,V,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,2656.5813667864,2656.5813667864,False
58895.42540266204,19.0055516776644,1.0860000184162062,V,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,2346.6020672745103,2346.6020672745103,False
58895.43563009259,18.7598011472016,1.0860000184162062,V,Direct/2Kx2K,,0.0,,,,,27.5,UCSC - Nickel,2942.65712203152,2942.65712203152,False
58856.46,16.0536503,0.24500008163263945,V,Swift,,0.0,,,,,,,,,
58856.8,16.1426503,0.2630000760456164,V,Swift,,0.0,,,,,,,,,
58857.45,15.7126503,0.1950001025640756,V,Swift,,0.0,,,,,,,,,
58858.85,15.153650299999999,0.14200014084500057,V,Swift,,0.0,,,,,,,,,
58860.38,14.5916503,0.11000018181803155,V,Swift,,0.0,,,,,,,,,
58861.25,14.2606503,0.09700020618534788,V,Swift,,0.0,,,,,,,,,
58877.19,15.1386503,0.15200013157889042,V,Swift,,0.0,,,,,,,,,
58887.68,15.503650299999999,0.17400011494249076,V,Swift,,0.0,,,,,,,,,
58898.57,15.7346503,0.2040000980391921,V,Swift,,0.0,,,,,,,,,
58907.25,15.8676503,0.21700009216587904,V,Swift,,0.0,,,,,,,,,
58857.3,15.927668070529444,0.40023128047161427,g,Synthetic,Synthetic,0.0,,,,,,,,,
58864.6,14.491468854105396,0.3643272886641575,g,Synthetic,Synthetic,0.0,,,,,,,,,
58868.6,14.768845559562015,0.3712618205913368,g,Synthetic,Synthetic,0.0,,,,,,,,,
58870.5,15.092186921804911,0.3793453149325514,g,Synthetic,Synthetic,0.0,,,,,,,,,
58872.4,15.246739418443374,0.3832091263037787,g,Synthetic,Synthetic,0.0,,,,,,,,,
58875.0,15.41967768781618,0.3875325655434519,g,Synthetic,Synthetic,0.0,,,,,,,,,
58876.7,16.050493032697265,0.403302760624316,g,Synthetic,Synthetic,0.0,,,,,,,,,
58879.4,15.36682418110785,0.38621123481628866,g,Synthetic,Synthetic,0.0,,,,,,,,,
58880.3,16.259163618330028,0.40851943426271353,g,Synthetic,Synthetic,0.0,,,,,,,,,
58880.4,15.647732814612466,0.39323384594820454,g,Synthetic,Synthetic,0.0,,,,,,,,,
58892.0,17.45507909524514,0.43841652310908796,g,Synthetic,Synthetic,0.0,,,,,,,,,
58895.0,17.086733322540876,0.42920774098674747,g,Synthetic,Synthetic,0.0,,,,,,,,,
58995.6,17.000220353165602,0.42712856448273034,g,Synthetic,Synthetic,0.0,,,,,,,,,
58910.24767000001,17.06663492087199,0.013001538370516005,g,Swope,,0.0,,,,,,,,,
58869.34904999999,14.57229061684156,0.004004996878900157,g,Swope,,0.0,,,,,,,,,
58903.27424999999,16.90304066195226,0.013001538370516005,g,Swope,,0.0,,,,,,,,,
58906.27954,16.95820924330292,0.01000199980003999,g,Swope,,0.0,,,,,,,,,
58908.30726,16.96470619799234,0.015001333274079341,g,Swope,,0.0,,,,,,,,,
58908.30547000003,16.98876152476615,0.014001428498549712,g,Swope,,0.0,,,,,,,,,
58911.20107999999,17.068359669680394,0.014001428498549712,g,Swope,,0.0,,,,,,,,,
58904.32487999999,16.91465525786587,0.01000199980003999,g,Swope,,0.0,,,,,,,,,
58895.28748999999,16.762942023796437,0.009002221947941518,g,Swope,,0.0,,,,,,,,,
58909.35927000003,17.057014024176162,0.01000199980003999,g,Swope,,0.0,,,,,,,,,
58912.27131000001,17.07546950918094,0.014001428498549712,g,Swope,,0.0,,,,,,,,,
58905.29019000001,16.94930243366417,0.009002221947941518,g,Swope,,0.0,,,,,,,,,
58893.29096000001,16.72962552568516,0.01000199980003999,g,Swope,,0.0,,,,,,,,,
58883.37536999999,16.393426825465124,0.007002856560004538,g,Swope,,0.0,,,,,,,,,
58882.31979000001,16.314967378549394,0.007002856560004538,g,Swope,,0.0,,,,,,,,,
58885.35638,16.477579046494668,0.011001818031580053,g,Swope,,0.0,,,,,,,,,
58875.37718,15.577885869030805,0.008002499609497022,g,Swope,,0.0,,,,,,,,,
58871.35378,14.913233751631966,0.0030066592756745818,g,Swope,,0.0,,,,,,,,,
58876.36475000001,15.6972226678642,0.007002856560004538,g,Swope,,0.0,,,,,,,,,
58907.36338,16.975981791808064,0.011001818031580053,g,Swope,,0.0,,,,,,,,,
58884.37103000001,16.40740229674469,0.009002221947941518,g,Swope,,0.0,,,,,,,,,
58894.31054,16.739346383434704,0.009002221947941518,g,Swope,,0.0,,,,,,,,,
58872.35361000003,15.129063470398156,0.004004996878900157,g,Swope,,0.0,,,,,,,,,
58896.29248999999,16.779921445649546,0.021000952359357422,g,Swope,,0.0,,,,,,,,,
58859.522,14.8345751,0.028000714276603732,g,P48,ZTF-Cam,0.0,108021.216,2798.896,None,38.916,,,,,
58867.44,14.2185751,0.030000666659259424,g,P48,ZTF-Cam,0.0,190501.189,5330.986999999999,None,38.3,,,,,
58871.443,14.9485751,0.02400083331886624,g,P48,ZTF-Cam,0.0,97245.615,2162.206,None,39.03,,,,,
58875.457,15.594575099999998,0.025000799987200412,g,P48,ZTF-Cam,0.0,53651.825,1226.978,None,39.676,,,,,
58878.487,15.957575100000001,0.02400083331886624,g,P48,ZTF-Cam,0.0,38393.617,864.064,None,40.039,,,,,
58881.461,16.244575100000002,0.026000769219390412,g,P48,ZTF-Cam,0.0,29484.762,692.816,None,40.326,,,,,
58884.442,16.4095751,0.03300060605504087,g,P48,ZTF-Cam,0.0,25333.395,767.956,None,40.491,,,,,
58887.426,16.526575100000002,0.04300046511376359,g,P48,ZTF-Cam,0.0,22736.749,905.051,None,40.608,,,,,
58892.38099999999,16.6845751,0.035000571423906786,g,P48,ZTF-Cam,0.0,19663.185,642.631,None,40.766,,,,,
58895.38400000001,16.7345751,0.028000714276603732,g,P48,ZTF-Cam,0.0,18775.109,482.327,None,40.816,,,,,
58898.419,16.811575100000002,0.03600055555126892,g,P48,ZTF-Cam,0.0,17488.788,576.256,None,40.893,,,,,
58899.4,16.834575100000002,0.03700054053659216,g,P48,ZTF-Cam,0.0,17122.826,585.3240000000002,None,40.916,,,,,
58903.357,16.843575100000002,0.03600055555126892,g,P48,ZTF-Cam,0.0,16988.416,569.374,None,40.925,,,,,
58904.459,16.890575100000003,0.049000408161565354,g,P48,ZTF-Cam,0.0,16256.718,734.3969999999997,None,40.972,,,,,
58905.307,16.8805751,0.04300046511376359,g,P48,ZTF-Cam,0.0,16410.977,655.633,None,40.962,,,,,
58908.34099999999,16.953575100000002,0.049000408161565354,g,P48,ZTF-Cam,0.0,15340.781,695.2739999999999,None,41.035,,,,,
58911.39900000001,17.0835751,0.04400045454310671,g,P48,ZTF-Cam,0.0,13612.953,547.0790000000002,None,41.165,,,,,
58913.331,17.020575100000002,0.042000476187776734,g,P48,ZTF-Cam,0.0,14426.868,562.056,None,41.102,,,,,
58914.425,17.1625751,0.046000434780553975,g,P48,ZTF-Cam,0.0,12656.155,538.946,None,41.244,,,,,
58866.567,14.0115751,0.004004996878900157,g,Pan-STARRS1,GPC1,0.0,230664.392,965.107,None,35.093,,,,,
58869.572,14.4945751,0.005003998401278721,g,Pan-STARRS1,GPC1,0.0,147829.12300000002,700.895,None,35.576,,,,,
58862.53199073999,13.9775751,0.02265028300838645,g,Thacher,,0.0,,,,35.059,,,,,
58863.52743827,12.9622751,0.017443346606657695,g,Thacher,,0.0,,,,34.0437,,,,,
58864.3353626533,13.9104751,0.018118803859250753,g,Thacher,,0.0,,,,34.9919,,,,,
58865.4546103433,13.9664751,0.017609635778459472,g,Thacher,,0.0,,,,35.0479,,,,,
58866.3214544733,14.0191751,0.013732956427878158,g,Thacher,,0.0,,,,35.1006,,,,,
58867.3479089533,14.1195751,0.014822849329666682,g,Thacher,,0.0,,,,35.201,,,,,
58871.3340123433,14.817575099999999,0.01320951414700783,g,Thacher,,0.0,,,,35.899,,,,,
58872.32937114329,14.9916751,0.013864942562088024,g,Thacher,,0.0,,,,36.0731,,,,,
58873.3982716033,15.2310751,0.017145366535597888,g,Thacher,,0.0,,,,36.3125,,,,,
58874.2856520067,15.3324751,0.017281257361951415,g,Thacher,,0.0,,,,36.4139,,,,,
58876.28513503001,15.5536751,0.03479557479048162,g,Thacher,,0.0,,,,36.6351,,,,,
58880.2831790133,16.0667751,0.022508588567255832,g,Thacher,,0.0,,,,37.1482,,,,,
58881.2794135833,16.1416751,0.02087955789666055,g,Thacher,,0.0,,,,37.2231,,,,,
58885.3655092567,16.390575100000003,0.023379155478545414,g,Thacher,,0.0,,,,37.472,,,,,
58886.27953318001,16.4756751,0.0649153080944703,g,Thacher,,0.0,,,,37.5571,,,,,
58890.2784259267,16.172975100000002,0.21981709098475488,g,Thacher,,0.0,,,,37.2544,,,,,
58892.26337577,16.6048751,0.042146174541588,g,Thacher,,0.0,,,,37.6863,,,,,
58893.2465007733,16.5547751,0.018003410934875643,g,Thacher,,0.0,,,,37.6362,,,,,
58894.25404320999,16.6749751,0.019769611679544948,g,Thacher,,0.0,,,,37.7564,,,,,
58898.23909722,16.837575100000002,0.025290490823430056,g,Thacher,,0.0,,,,37.919,,,,,
58899.2317168233,16.840575100000002,0.03913141110169681,g,Thacher,,0.0,,,,37.922,,,,,
58900.3418518533,16.872475100000003,0.04587053601180174,g,Thacher,,0.0,,,,37.9539,,,,,
58903.2894868833,16.728875100000003,0.02948787825259729,g,Thacher,,0.0,,,,37.8103,,,,,
58905.5698726833,16.323875100000002,0.10238319534474395,g,Thacher,,0.0,,,,37.4053,,,,,
58915.44446760418,17.0976617851807,0.04173999884495458,g,ZTF-Cam,,0.0,,,,,,ZTF - P48,,,True
