MJD,MAG,MAGERR,FLT,TELESCOPE,INSTRUMENT,ULIM,FLUXCAL,FLUXCALERR,MAGSYS,SHIFTMAG,flux_zero_point,photometry,flux_err,flux,diffim
58939.33768519676,17.7918413200928,0.06898236955489231,g,ZTF-Cam,,0.0,,,,,,ZTF - P48,,,True
58940.39398150463,17.6776216545654,0.06767688441546023,g,ZTF-Cam,,0.0,,,,,,ZTF - P48,,,True
58962.23297450232,18.357137493188503,0.07671585672296083,g,ZTF-Cam,,0.0,,,,,,ZTF - P48,,,True
58967.22704859954,18.526105693872104,0.10294731017245387,g,ZTF-Cam,,0.0,,,,,,ZTF - P48,,,True
58860.04794810185,16.944845772383804,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,15470.0504873913,15470.0504873913,False
58867.3008770949,14.1267751,0.015250470189472865,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,2911.0434909232,207315.9112401,False
58884.37010370369,17.648645281405102,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,8090.43601344348,8090.43601344348,False
58919.14211700232,16.769592348484196,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,18179.9674204684,18179.9674204684,False
58929.49872810185,17.436911197422702,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,9832.536359025007,9832.536359025007,False
58935.639228298605,17.119096408344202,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,13176.2393909784,13176.2393909784,False
58943.46005349537,17.055863178492903,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,13966.4094049837,13966.4094049837,False
58895.29063650463,16.9588711540235,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,15271.4958467523,15271.4958467523,False
58902.23789010418,16.9376826670881,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,15572.4510057296,15572.4510057296,False
58923.14096680557,17.461553446232603,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,9611.887111348027,9611.887111348027,False
58952.44229099537,18.1037930787847,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,5320.01440806916,5320.01440806916,False
58959.339341898136,17.7716493647669,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,7223.87619160149,7223.87619160149,False
58966.35034700232,16.729691793586802,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,18860.5052407542,18860.5052407542,False
58974.11143359952,17.086038889802502,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,13583.5874821577,13583.5874821577,False
58980.7621129051,17.205400976727603,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,12169.413534264198,12169.413534264198,False
58988.31512849537,17.3093054707569,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,11058.7961255165,11058.7961255165,False
58996.502666805565,17.421490492762004,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,9973.18425894792,9973.18425894792,False
59002.74530769675,18.818532898764,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,2754.33575891391,2754.33575891391,False
59007.70939599536,18.534768393435606,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,3577.03082446998,3577.03082446998,False
59014.79912700233,19.1249674724777,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,2077.031346806,2077.031346806,False
59026.345095196775,17.228619634629002,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,11911.9314677299,11911.9314677299,False
59032.34242989582,20.269587064463202,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,723.761061416864,723.761061416864,False
59038.715121597226,19.6433294096614,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,1288.5411015938698,1288.5411015938698,False
59202.094513101845,18.513164321789503,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,3648.919743032121,3648.919743032121,False
59208.07233400463,18.315089486356502,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,4379.19460928749,4379.19460928749,False
59214.05129569445,17.738980819325302,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,7444.537334776392,7444.537334776392,False
59220.37075010418,18.333051217095612,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,4307.34395728429,4307.34395728429,False
59226.10714269675,17.5675061077618,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,8718.21544044002,8718.21544044002,False
59227.71433790509,18.727279532435503,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,2995.83732291883,2995.83732291883,False
59232.374665798605,17.2721633930532,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,11443.6530614975,11443.6530614975,False
59236.06163450232,18.0801757068464,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,5437.00531137585,5437.00531137585,False
59245.4224962963,18.6097474787727,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,3338.3437073039504,3338.3437073039504,False
59252.05711939815,18.0416320636727,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,5633.48593720389,5633.48593720389,False
58883.00979730325,18.0580123744278,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,5549.13244094756,5549.13244094756,False
58879.076275694446,17.1468367375138,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,12843.8535513491,12843.8535513491,False
58878.06251870369,16.8139115419088,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,17452.8125105201,17452.8125105201,False
59257.33226810185,19.1375191857271,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,2053.1579720334807,2053.1579720334807,False
59262.224542199074,18.291579735593803,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,4475.0526140209495,4475.0526140209495,False
59267.12103950232,17.3736637387729,1.0860000184162062,g,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,10422.3233877337,10422.3233877337,False
58872.35361000001,15.005075099999999,0.013327433511370413,g,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,1132.77010908241,92315.364361811,False
58897.31432000001,16.4526751,0.008953504397720486,g,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,200.698469202838,24349.4530795198,False
58885.38447000001,16.2866481862346,1.0860000184162062,g,Direct/4Kx4K,,0.0,,,,,27.5,UCSC - Swope,28364.2147943012,28364.2147943012,False
58884.37010370369,16.233875100000002,0.3001079709188012,g,Sinistro,,0.0,,,,,27.5,Unknown - Siding Spring 1m,8225.62120115527,29766.0424706304,False
58867.3008770949,14.1267751,0.015250470189472865,g,Sinistro,,0.0,,,,,27.5,Unknown - Siding Spring 1m,2911.0434909232,207315.9112401,False
58935.639228298605,17.119096408165802,0.36200005524861456,g,Sinistro,,0.0,,,,,27.5,Unknown - Siding Spring 1m,4392.07979771419,13176.2393931426,False
58929.49872810185,16.2774751,0.0467684774287126,g,Sinistro,,0.0,,,,,27.5,Unknown - Siding Spring 1m,1231.75675267572,28602.600267945298,False
58943.46005349537,17.056763824489803,0.36200005524861456,g,Sinistro,,0.0,,,,,27.5,Unknown - Siding Spring 1m,4651.609571495221,13954.8287144856,False
58919.14211700232,16.4460751,0.03258162825888233,g,Sinistro,,0.0,,,,,27.5,Unknown - Siding Spring 1m,734.5536390648151,24484.358957644,False
58860.04794810185,15.0426751,0.05911392729298229,g,Sinistro,,0.0,,,,,27.5,Unknown - Siding Spring 1m,4854.26294446059,89179.6564923355,False
58856.3068305,16.2051751,0.018147502113514135,g,Siding Spring 1m,,,,,,,,,,,
58856.327614600006,16.1722751,0.013940234769902549,g,Siding Spring 1m,,,,,,,,,,,
58856.3302329,16.186675100000002,0.014742156716030292,g,Siding Spring 1m,,,,,,,,,,,
58856.3489274,16.2234751,0.015566984823336856,g,Siding Spring 1m,,,,,,,,,,,
58856.3677439,16.218175100000003,0.0208405596892214,g,Siding Spring 1m,,,,,,,,,,,
58856.4102006,15.932875099999999,0.017272257965014203,g,Siding Spring 1m,,,,,,,,,,,
58856.730014,15.957375099999998,0.012423010020119822,g,Siding Spring 1m,,,,,,,,,,,
58856.73264800001,15.9381751,0.013165519207384013,g,Siding Spring 1m,,,,,,,,,,,
58857.30239219999,15.7176751,0.013165519207384013,g,Siding Spring 1m,,,,,,,,,,,
58857.3174957,15.7399751,0.013165519207384013,g,Siding Spring 1m,,,,,,,,,,,
58857.346904,15.7760751,0.013940234769902549,g,Siding Spring 1m,,,,,,,,,,,
58857.3630897,15.601875099999999,0.11332417648498487,g,Siding Spring 1m,,,,,,,,,,,
58857.71319,15.6026751,0.017272257965014203,g,Siding Spring 1m,,,,,,,,,,,
58857.7158125,15.5636751,0.016411318716361582,g,Siding Spring 1m,,,,,,,,,,,
58858.29968819999,15.2553751,0.012423010020119822,g,Siding Spring 1m,,,,,,,,,,,
58858.299862,15.3347751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58858.3062284,15.3197751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58858.3382789,15.2738751,0.011718806782689098,g,Siding Spring 1m,,,,,,,,,,,
58859.0506027,15.0211751,0.009916187109413577,g,Siding Spring 1m,,,,,,,,,,,
58859.29702200001,14.9113751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58859.6886377,14.7828751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58860.04794809999,14.6244751,0.009451496303993353,g,Siding Spring 1m,,,,,,,,,,,
58860.0706904,14.5462751,0.008793784627798205,g,Siding Spring 1m,,,,,,,,,,,
58860.07331,14.5567751,0.008793784627798205,g,Siding Spring 1m,,,,,,,,,,,
58861.0503794,14.2732751,0.009916187109413577,g,Siding Spring 1m,,,,,,,,,,,
58861.2915275,14.3513751,0.009916187109413577,g,Siding Spring 1m,,,,,,,,,,,
58861.3463657,14.2251751,0.008793784627798205,g,Siding Spring 1m,,,,,,,,,,,
58861.3480572,14.2472751,0.008793784627798205,g,Siding Spring 1m,,,,,,,,,,,
58861.6831589,14.1783751,0.012423010020119822,g,Siding Spring 1m,,,,,,,,,,,
58862.3614383,14.0524751,0.008793784627798205,g,Siding Spring 1m,,,,,,,,,,,
58862.36313080001,14.0468751,0.008793784627798205,g,Siding Spring 1m,,,,,,,,,,,
58864.75359380001,13.9685751,0.009073624458638345,g,Siding Spring 1m,,,,,,,,,,,
58866.3036787,13.9980751,0.009451496303993353,g,Siding Spring 1m,,,,,,,,,,,
58867.3008771,14.2146751,0.009451496303993353,g,Siding Spring 1m,,,,,,,,,,,
58867.3972176,14.1695751,0.009073624458638345,g,Siding Spring 1m,,,,,,,,,,,
58867.3985651,14.1892751,0.009073624458638345,g,Siding Spring 1m,,,,,,,,,,,
58868.2725076,14.3594751,0.009073624458638345,g,Siding Spring 1m,,,,,,,,,,,
58869.26996769999,14.5013751,0.009451496303993353,g,Siding Spring 1m,,,,,,,,,,,
58869.3576297,14.4955751,0.009451496303993353,g,Siding Spring 1m,,,,,,,,,,,
58869.3586268,14.5021751,0.009451496303993353,g,Siding Spring 1m,,,,,,,,,,,
58870.2669087,14.7823751,0.009916187109413577,g,Siding Spring 1m,,,,,,,,,,,
58871.2650008,15.0142751,0.011060308415681626,g,Siding Spring 1m,,,,,,,,,,,
58871.3157309,14.9187751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58871.3167279,14.9225751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58872.2872798,15.0787751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58873.0880454,15.1918751,0.011060308415681626,g,Siding Spring 1m,,,,,,,,,,,
58873.0935244,15.1423751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58873.0945201,15.1531751,0.010456112931677813,g,Siding Spring 1m,,,,,,,,,,,
58874.28234369999,15.3655751,0.012423010020119822,g,Siding Spring 1m,,,,,,,,,,,
58875.2540397,15.5984751,0.012423010020119822,g,Siding Spring 1m,,,,,,,,,,,
58876.02878450001,15.6223751,0.012423010020119822,g,Siding Spring 1m,,,,,,,,,,,
58876.029793,15.607975099999999,0.012423010020119822,g,Siding Spring 1m,,,,,,,,,,,
58876.3349338,15.7557751,0.03603235506097263,g,Siding Spring 1m,,,,,,,,,,,
58877.026255,15.7477751,0.013165519207384013,g,Siding Spring 1m,,,,,,,,,,,
58877.02726130001,15.7666751,0.013165519207384013,g,Siding Spring 1m,,,,,,,,,,,
58877.2568144,15.7923751,0.028325406088704184,g,Siding Spring 1m,,,,,,,,,,,
58877.2634249,15.8315751,0.016411318716361582,g,Siding Spring 1m,,,,,,,,,,,
58878.3400506,15.9415751,0.013165519207384013,g,Siding Spring 1m,,,,,,,,,,,
58880.1180631,15.9854751,0.016411318716361582,g,Siding Spring 1m,,,,,,,,,,,
58880.1190628,16.0148751,0.016411318716361582,g,Siding Spring 1m,,,,,,,,,,,
58881.9941444,16.1767751,0.015566984823336856,g,Siding Spring 1m,,,,,,,,,,,
58882.0888727,16.244175100000003,0.017272257965014203,g,Siding Spring 1m,,,,,,,,,,,
58882.0898714,16.1981751,0.016411318716361582,g,Siding Spring 1m,,,,,,,,,,,
58883.00979730001,16.2968751,0.01993320337627648,g,Siding Spring 1m,,,,,,,,,,,
58883.0108077,16.3063751,0.019034950727805942,g,Siding Spring 1m,,,,,,,,,,,
58883.1177726,16.2646751,0.015566984823336856,g,Siding Spring 1m,,,,,,,,,,,
58883.1187762,16.2405751,0.015566984823336856,g,Siding Spring 1m,,,,,,,,,,,
58883.99484500001,16.3089751,0.016411318716361582,g,Siding Spring 1m,,,,,,,,,,,
58883.9961893,16.409175100000002,0.018147502113514135,g,Siding Spring 1m,,,,,,,,,,,
58884.37010369999,16.3959751,0.017272257965014203,g,Siding Spring 1m,,,,,,,,,,,
58857.3,15.752654370529447,0.3949729255432326,i,Synthetic,Synthetic,0.0,,,,,,,,,
58864.6,13.990268154105397,0.3509277895137636,i,Synthetic,Synthetic,0.0,,,,,,,,,
58868.6,14.034865359562017,0.3520159110608766,i,Synthetic,Synthetic,0.0,,,,,,,,,
58870.5,14.103715921804913,0.3537228068550039,i,Synthetic,Synthetic,0.0,,,,,,,,,
58872.4,13.991912718443375,0.3509276681189789,i,Synthetic,Synthetic,0.0,,,,,,,,,
58875.0,14.45124698781618,0.36241239402015296,i,Synthetic,Synthetic,0.0,,,,,,,,,
58876.7,14.234279332697263,0.35700051873233424,i,Synthetic,Synthetic,0.0,,,,,,,,,
58879.4,15.167350481107851,0.38034553492081735,i,Synthetic,Synthetic,0.0,,,,,,,,,
58880.3,15.18852791833003,0.3808760642398287,i,Synthetic,Synthetic,0.0,,,,,,,,,
58880.4,15.332552714612467,0.3844751186435086,i,Synthetic,Synthetic,0.0,,,,,,,,,
58892.0,15.44655239524514,0.3876559139487122,i,Synthetic,Synthetic,0.0,,,,,,,,,
58895.0,16.12043962254087,0.4043153094696046,i,Synthetic,Synthetic,0.0,,,,,,,,,
58995.6,16.4317371531656,0.5145475581911829,i,Synthetic,Synthetic,0.0,,,,,,,,,
58906.27664,16.689679541827555,0.014001428498549712,i,Swope,,0.0,,,,,,,,,
58895.28589,16.207138479378855,0.014001428498549712,i,Swope,,0.0,,,,,,,,,
58885.35471000001,15.731821837508065,0.011001818031580053,i,Swope,,0.0,,,,,,,,,
58905.28652,16.60952575327092,0.015001333274079341,i,Swope,,0.0,,,,,,,,,
58893.28932,16.16717204155253,0.01000199980003999,i,Swope,,0.0,,,,,,,,,
58907.36082,16.584574281639938,0.012001666550941998,i,Swope,,0.0,,,,,,,,,
58872.35262000001,14.478820935662341,0.004004996878900157,i,Swope,,0.0,,,,,,,,,
58870.31588,14.173021625196245,0.006003332407921454,i,Swope,,0.0,,,,,,,,,
58912.26859000001,16.72381343169875,0.019001052602421794,i,Swope,,0.0,,,,,,,,,
58876.36301,14.822269830678895,0.006003332407921454,i,Swope,,0.0,,,,,,,,,
58882.31831000001,15.580122714737145,0.008002499609497022,i,Swope,,0.0,,,,,,,,,
58903.27202999997,16.446472126728338,0.018001111076819672,i,Swope,,0.0,,,,,,,,,
58883.3742,15.680914066086169,0.009002221947941518,i,Swope,,0.0,,,,,,,,,
58894.309,16.279901183977568,0.01000199980003999,i,Swope,,0.0,,,,,,,,,
58909.35704,16.794344246192313,0.01600124995117569,i,Swope,,0.0,,,,,,,,,
58908.30123000001,16.739812422607663,0.018001111076819672,i,Swope,,0.0,,,,,,,,,
58904.32282,16.498970256516625,0.019001052602421794,i,Swope,,0.0,,,,,,,,,
58911.19852000001,16.705213255617625,0.02000099997500125,i,Swope,,0.0,,,,,,,,,
58875.37604,14.660785322011991,0.005003998401278721,i,Swope,,0.0,,,,,,,,,
58871.35235000001,14.22871762278963,0.005003998401278721,i,Swope,,0.0,,,,,,,,,
58908.30252999997,16.74821733430945,0.015001333274079341,i,Swope,,0.0,,,,,,,,,
58866.56400000001,13.9601854,0.005003998401278721,i,Pan-STARRS1,GPC1,0.0,250985.901,1371.323,None,44.00100000000001,,,,,
58895.43,15.5041854,0.062000322579805985,i,Nickel,Direct/2Kx2K,0.0,60553.929,3433.315,None,45.545,,,,,
58862.53376157,14.2198854,0.020578571907690777,i,Thacher,,0.0,,,,44.2607,,,,,
58864.340625,14.032885400000001,0.014528076709943405,i,Thacher,,0.0,,,,44.0737,,,,,
58865.45892361,13.958185400000001,0.04234977226019049,i,Thacher,,0.0,,,,43.999,,,,,
58866.3267476867,13.9838854,0.01345558645358871,i,Thacher,,0.0,,,,44.0247,,,,,
58867.35320216001,14.0201854,0.015595282491830663,i,Thacher,,0.0,,,,44.06100000000001,,,,,
58871.3393209867,14.2581854,0.011787996763233352,i,Thacher,,0.0,,,,44.299,,,,,
58872.33465278001,14.3230854,0.014480781206827106,i,Thacher,,0.0,,,,44.3639,,,,,
58873.40355710001,14.440785400000001,0.01115759264536934,i,Thacher,,0.0,,,,44.4816,,,,,
58874.29089892,14.5372854,0.015210314954004076,i,Thacher,,0.0,,,,44.5781,,,,,
58876.29037037,14.590085400000001,0.024928802297743868,i,Thacher,,0.0,,,,44.6309,,,,,
58878.28725308329,14.965885400000001,0.02123934166964692,i,Thacher,,0.0,,,,45.0067,,,,,
58880.28847993999,15.2628854,0.016577206519796994,i,Thacher,,0.0,,,,45.3037,,,,,
58881.2846913567,15.362285400000001,0.015306406698177075,i,Thacher,,0.0,,,,45.4031,,,,,
58886.28480324,15.764585400000001,0.023625046574345627,i,Thacher,,0.0,,,,45.8054,,,,,
58890.28364583,15.8228854,0.0482549144673369,i,Thacher,,0.0,,,,45.8637,,,,,
58892.26888889,16.089285399999998,0.027639723605709227,i,Thacher,,0.0,,,,46.1301,,,,,
58893.25179784,16.1005854,0.0177373276014173,i,Thacher,,0.0,,,,46.1414,,,,,
58894.25934028,16.2259854,0.020919056087930925,i,Thacher,,0.0,,,,46.2668,,,,,
58898.24441358,16.2131854,0.022147503054746373,i,Thacher,,0.0,,,,46.25400000000001,,,,,
58899.23702932,16.4361854,0.034839774061265094,i,Thacher,,0.0,,,,46.477,,,,,
58900.34714119997,16.255285399999998,0.018411686298652818,i,Thacher,,0.0,,,,46.2961,,,,,
58902.2646604933,16.317885399999998,0.04643243073542457,i,Thacher,,0.0,,,,46.3587,,,,,
58903.29476852,16.293685399999998,0.02953237723059219,i,Thacher,,0.0,,,,46.3345,,,,,
58905.57505015329,16.4499854,0.15363213018115707,i,Thacher,,0.0,,,,46.4908,,,,,
58856.69851079861,14.881515656178301,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,107415.733279735,107415.733279735,False
58861.68584540508,16.049422676217898,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,36635.7502323231,36635.7502323231,False
58872.289974201376,14.2634854,0.01123081586528781,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,1962.6409525023,189814.003748788,False
58874.2850725,16.8151884121094,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,18096.6753430216,18096.6753430216,False
58881.996881898136,18.4388889195132,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,4056.1928222447496,4056.1928222447496,False
58906.10186420138,17.243325477303696,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,12199.554431501,12199.554431501,False
58929.50071060184,16.9246205048624,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,16361.607045358302,16361.607045358302,False
58935.641231400456,16.716107522710598,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,19825.819636866698,19825.819636866698,False
58943.46206930556,15.9418270646684,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,40452.3106895455,40452.3106895455,False
58895.29333049768,16.3958362662455,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,26628.0677648335,26628.0677648335,False
58902.23997680556,16.7158969733438,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,19829.6646947422,19829.6646947422,False
58919.14422640047,16.570754197608498,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,22665.874562039506,22665.874562039506,False
58952.4443129051,17.899141996321397,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,6668.33426190797,6668.33426190797,False
58923.14308599537,17.455071980975802,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,10037.9578474331,10037.9578474331,False
58856.36973799767,16.1669431002458,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,32877.3586974172,32877.3586974172,False
58959.34145760418,17.713659379966,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,7910.6179065427295,7910.6179065427295,False
58966.352328298606,16.688002732146597,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,20345.7201754984,20345.7201754984,False
58974.11341239582,16.821218041406,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,17996.4541150166,17996.4541150166,False
58980.76410310184,16.821545054867197,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,17991.034569692,17991.034569692,False
58988.31710269675,16.8991400104549,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,16750.1289900621,16750.1289900621,False
58996.50466760418,17.4512021260725,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,10073.7996571915,10073.7996571915,False
59002.7472995949,18.6539855739413,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,3327.2078378873803,3327.2078378873803,False
59007.71141280093,18.610050042563298,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,3464.60831201234,3464.60831201234,False
59014.80113019678,18.6883476980794,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,3223.55497227884,3223.55497227884,False
59026.3471257986,17.5375910090679,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,9303.31565194807,9303.31565194807,False
59032.34444609952,20.1568783099499,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,833.533072114756,833.533072114756,False
59038.719573101866,19.7822028692298,1.0860000184162062,i,Sinistro,,0.0,,,,,27.5,UCSC - Siding Spring 1m,1177.04485226466,1177.04485226466,False
